Comments,n_stars,Label
"Em mới dùng ip chưa đầy 1 tháng nhưng mỗi lần sạc đều nóng có ổn không z ạ, em nghe nói nóng quá sẽ bị chay pin, em k vừa dùng vừa sạc vẫn nóng ạ",3,Neutral
"Anh/ chị em sinh đôi khi cài face id trên iphone 13, người này vẫn mở khoá face id trên điện thoại của người kia được. Điều này không thật sự bảo mật trên thiết bị iphone như mình nghĩ",4,Positive
"Mình mua và sử dụng củng được vài tháng ròi ,mua vì hàng đập hộp cho an tâm nào dè sài chán ,máy nóng mau tuột pin ,60hz chậm , màu hồng đẹp",2,Negative
"Sao mình mua dùng đc 6 ngày mà bàn phím đang đánh chữ nó cứ tự nhảy sang số là sao nhỉ, có phải bị lỗi cảm ứng ko",4,Positive
Mục đích mình sử dụng đơn giản lên cũng chẳng biết đánh giá sao. Nhưng có đặc điểm là mình không còn thấy nhức mỏi mắt như lúc mình dùng oppo và live. Nghe gọi đây doc nét ko bị vấp,5,Positive
Mua về chưa dùng được một tối. Đã lỗi ko nhận sim. Kết quả phải gửi bảo hành…. Bây giờ chờ 15 ngày nữa ko biết có máy dùng ko. Bỏ tiền mua rắc rối bực tức 😩😩😡😡,1,Negative
"Đối với mình máy ok, có 1 vấn đề là vào camera chụp hình thì tí bị văng ra. Bên tgdd có cách nào khắc phục không, mình cũng khởi động lại thiết bị rồi. Hay cần ra trực tiếp cửa hàng ạ.",4,Positive
"Máy dùng dc 6 tháng thì nóng , ko lên nguồn. Gửi đi bảo hành 10 ngày . Chiều ra DMX lấy về thì tiếp tục nóng, ko lên nguồn. Quá phiền phức, ảnh hưởng đến công việc.",1,Negative
Mới mua được 5 tháng mà bị hỡ keo bung màng ráng đem gửi bảo hành hi vọng sẽ trở về trạng thái ban đầu,1,Negative
Cuộc tình dù đúng hay sai thì xem phần bình luận và đánh giá của iphone vẫn cảm thấy yên tâm nhất. Các hãng khác thấy toàn bị chê,5,Positive
Thời gian trước hay mua quán lẻ ở ngoài máy kém chất lượng. Từ khi mua máy từ thời iphon 6s tới 13 sài máy tgdd yên tâm thật .,5,Positive
Sảm phầm dùng sau gần 3 tháng khá ok. Thời lượng pin tốt. Trải nghiệm hiệu năng tốt. Máy ảnh dùng mức khá so với dòng Flaship,5,Positive
Máy bị lỗi màn hình hên là còn bảo hành nên đc thay miễn phí. Đem đi bảo hành cũng mất hớn 1 tháng mới có máy. Nghĩ vẫn tức tự nhiên bị thay linh kiện trong khi lỗi đó đâu phải mk gây ra.,2,Negative
"Úi qua vừa đi mua xong phải nói là chim ưng nhaa. Nhân viên tư vấn nhiệt tình nữa, dùng thích lắm luôn. Màu Hồng đẹp thực sự",5,Positive
"Cái đầu tiên là màu gấc xink nha, đúng màu mình thích Sử dụng ổn tốt, mới sử dụng đc hơn tuần nên mọi thứ vẫn okela chưa có lỗi gì",5,Positive
Mình xài được gần 4 tháng nhưng tình trạng pin của mình là 99% dù mình xài rất kỹ đủ pin mới rút ra và đủ 100% pin nhoè kỹ thuật cho mình hỏi vấn đề này ?,3,Neutral
Mình mua xài được 2 thang minh xài rất kỹ dung ốp lưng và may k he bị rớt.nhưng ma khi thao ốp lưng ra vien của may bi nhâm nhâm canh viên như bi troc son vay.,2,Negative
Rõ lần đầu chuyển sang iPhone mà gặp trường hợp bịp 13/11 mà có sài bảo ve cam hay j mà viền cam như đã bị lắp cần lời giải thích,2,Negative
"Máy dùng ổn, mượt mà, pin khá lâu, cũng được taam 1 ngày nếu dùng nhiều. Mình mới chuyển từ androi sang ios nên chưa quen tay lắm. Đánh giá máy 10 điểm thì đánh giá nhân viên 10+ luôn, rất ưng Tgdd.",5,Positive
sử dụng 3 tháng tình trạng pin còn 99%. mặc dù sử dụng rất cẩn thận và sạc pin tuân thủ sạc đầy 100% mới sử dụng.,3,Neutral
Sao lúc bật mạng 4g mà nó nhấp nháy mấy cái chỗ bật mạng vậy.ngày xưa dùng hệ điều hành cũ bị.lên bản cập nhập mới lúc đầu k bị giờ cứ bật tắt mạng là nó cứ nhấp nháy à,3,Neutral
"Trên hệ thống thì cập nhật còn 6 tháng bảo hành mà khi nhận máy thì chỉ còn 3 tháng bhanh, nên cập nhật tt chính xác hơn, vì cần máy nên mới lấy chứ k là gửi lại rồi",3,Neutral
"Mua đt ở tgdd f1, nhưng đợi bàn giao đth hơi bị lâu hơn 1h mới xong. Cảm nhận về con 13 của mình là mượt cute lắm, xài thoải mái cả ngày mới hết pin",4,Positive
"Điện thoại tuy dùng tốt nhưng chỉ được tặng mỗi dây sạc, trong khi củ sạc nó lại khác với các dòng ip trước đây, tai nghe cũng không",4,Positive
Thật sứng đáng đồng tiền bỏ ra mua con này sài quá ok với lại nhân viên nhiệt tình và thân thiện cho 10 sao luôn 😂😂,5,Positive
"Tggd o 1077 hậu Giang quận 6 may a c o6 đây u phục vụ khách hàng rất nhiệt tình, cảm ơn a nhật rất nhìu ạ",5,Positive
"hài lòng , nv nhiệt tình, máy tốt, máy hồng, nguyên seal ko có gì để chê cả. nhân viên cửa hàng 26 phan đăng lưu bình thạnh phục vụ rất tốt, nhanh chóng , rất nhiệt tình, hi vọng máy bền, dùng ổn.",5,Positive
Mình mới dùng được hơn một tháng mà pin tụt còn 99% trong khi đó minh ko chơi game chi sử dụng để nghe gọi mạng xã hội và cũng sac pin đúng cách,3,Neutral
"Sản phẩm của TGDD tôi rất hài lòng nha, mua máy từ 28/10 lúc máy vừa bán xài đến nay đã gần 5 tháng mà máy vẫn 100% pin tất cả đều mượt ủng hộ TGDD",5,Positive
Mình dùng và và trải nghiệm hiệu năng rất tốt. Có điều màn hình do iphone bảo vệ mắt người dùng lên ko xuất sắc như đời iphon6s (hơi ngả vàng) dùng lâu cũng quen. Cần nắm thao tacx tốt,5,Positive
"Mới dùng được hơn tháng. Mọi thứ đều ổn, còn về lâu dài thì sau này mới biết đc. Tóm lại ok với giá tiền bỏ ra",4,Positive
"Mình thấy dùng ổn, các tính năng oke, pin ổn, đáng mua, nhỏ gọn nữa, mình thấy dễ cầm lắm. Có điều mình cảm giác bàn phím k được nhạy.",5,Positive
"cam chính chụp gần bị out nét, quay video cũng vậy, còn lại thì cấu hình siêu mạnh, màn hình đẹp, pin trâu, đáng mua nếu mức giá giảm chút nữa, còn ai nhiều tiền thì chơi thôi :v",4,Positive
Mới mua chưa đầy 2 tháng mà đã vô app giật. Đem bảo hành 1 lần vẫn bị. Giờ nhắn phải đem xuống tận hãng. Mua mắc tiền mà xài ko bền so với giá.,2,Negative
"máy mới ngon, mà sao cứ bị mất sóng sim đột ngột làm mình không duy trì gọi được, ban đêm hơi hao pin những 8%",5,Positive
"Mình đợi và mua được đúng con máy màu hồng xinh lắm, máy mượt, pin trâu, nếu ai không quan trọng màn hình 60Hz và 120Hz với 2 so với 3 camera thì nên mua nhé",5,Positive
Pin trâu nhưg chơi có lúc máy nóng muốn nổ. Mà ko bt do máy hay do mình cập nhật lên ios 15.2 phải. Nhưg khuyên mn ko nên cập nhật ios 15.2 máy hay đơ với nóng,4,Positive
"sạc nhanh rất tiện. pin khỏe dùng cả ngày liên tục mới hết pin. thiết kế gọn nhẹ trong lòng bàn tay, màu hồng rất xinh",5,Positive
Tất cả điều ok chỉ duy nhất dùng 2 sim gọi messeger thì bị lag giật . Ko gọi đc zalo thì dùng ok tắt 1 sim để 1 sim thì lại gọi mesesge bình thường ae ai xài 13 thử xem có bị giống mình ko ?,4,Positive
Em cũng mới mua 1 tuần mà sao sạc 20w cở 60 70% lại bị nóng lên . Rồi khi đag sử dụng cũng nóng thì có bị s k ạ,3,Neutral
Hôm nay mới mua đt ở tgdt có thắc mắc là khi gõ vào màn hình thì kêu bộp bộp như bị rỗng vậy? Không biết có phải máy nào cũng vậy không ạ?,3,Neutral
Mình có mua cái iphone màu hồng ngày 18/12 mà giờ mình muốn đổi lại cái màu trắng thì phải bù bnhieu v shop?,4,Positive
+ pin trâu + cam thiếu tele zoom xa hơi bất tiện + mạng 4g không ổn định trừ 1 sao + sóng sánh không ổn khi dùng 2 sim trừ 1 sao,3,Neutral
Điện thoại e mỗi khi điện bên kia nghe là bị mất tiếg có tiếng không trong khi đó mạng rất bth mà máy cũ xài mấy năm điện thì ko bị tình trạng như vậy,3,Neutral
"Mua 2 cái nhưng 1 cái bị lỗi phím tăng âm lượng, mang ra cửa hàng và được đổi cái mới. Nhân viên rất nhiệt tình và thân thiện.",5,Positive
Máy mạnh. Pin trâu chụp hình đẹp. Chỉ có sài màn hình to riết nhìn màn hình nhỏ ko quen. Các ban nv tư vấn nhiệt tình rất ok,5,Positive
"Máy ngon, pin trâu, chụp hình đẹp, chụp đêm đỉnh, sạc nhanh đầy từ 9h sáng hôm trước mà 12h trưa hôm sau vẫn còn 30% Vài năm nữa có tiền sẽ tiếp tục lên đời iPhone, lúc trước xài android chán lắm",5,Positive
"Lấy hàng hôm 31/10, màu hồng xinh xĩu... pin trâu cực kì. Chờ đợi nửa tháng thì ẻm cũng về với mình. Ưng gì đâu luôn á.",5,Positive
"vừa mới nhận ngày 27,trải nghiệm được 4 ngày, pin cực trâu, chụp hình đẹp.Nhân viên tư vấn rất chuyên nghiệp, nhiệt tình.",5,Positive
Cam đẹp màn hình rất đẹp và sáng hơn 12. Đáng để nâng cấp nhé ae. Từ nhân viên đến quản lý siệu thị 113 nguyễn hệu tx bình long rất nhiệt tình và chu đáo,5,Positive
Nói chung sài trong hơn một tháng qua mọi thứ đều tốt chưa có vấn đề gì bận tâm cả còn về sau thì chưa giám đánh giá nói chung hài lòng với số tiền bỏ ra,4,Positive
Sản phẩm ok tuy nhiên ai mua về cày game thì cân nhắc bản cao hơn còn Xiaomi redmi note 13 4G này thì cày game lâu lâu lác nên dùng cái này nghe gọi tác vụ bình thường thì quá ok,4,Positive
Shop cho mk hỏi với ạ. Mk mua chiếc realme c55 ngày 15/12. Nhưng đến bh mk dùng thì mặt lưng có dấu hiệu bị phồng k va đập hay rơi rớt và bị ọp ẹp. Shop có đổi máy hay hoàn tiền đc k ạ,3,Neutral
"TÔI CÓ THẮC MẮC.Mới mua đc 3 hôm với giá 4390trả thẳng sao ko có kèm theo tai nghe Bluetooth Nhân viên hỏi có mua thêm tai nghe không TGDĐ Tân Thủy, Ba Tri, Bến tre",3,Neutral
Ram 6 Gb mở rộng thêm 6Gb nữa mà chạy tác vụ không ổn định loading lại từ đầu không ram đúng 3Gb thì đúng hơn ảo quá,3,Neutral
Nếu những người trong tầm giải trí thì rất ok hàng rất tốt và trải nghiệm khá tốt với lại tầm giá công nhân và sinh viên cũng có thể với tới được,5,Positive
Đôi khi các cuộc gọi đến mình đang nói chuyện thì bị tự động kết thúc cuộc gọi. Mình tắt tính năng tự động r mà nhiều lúc vẫn bị như vậy.,3,Neutral
Máy dùng ok .khá mượt chỉ là hơi nhanh hết pin có lẽ là vì màn hình lớn nên cảm thấy tụt pin nhanh .nọi chúng tầm giá này là quá ok rồi,4,Positive
"Mua cho bố, ngoại hình đẹp loa khá xịn, màn hình tốt, pin trâu ,sạc nhanh. Nhân viên phục vụ rất nhiệt tình",5,Positive
Tui cảm thấy điện thoại của tui tự nhiên sao nó bị phù gần camera vậy mong thế giới di động xem xét lại dùm tui đc hong,3,Neutral
Mình đa từng dùng chip MediaTek nhưng dùng sang con này có chip MediaTek g88 thấy ok mượt anh em nên mua,4,Positive
Nếu mjh trả góp.. thì mấy tháng sau nếu chưa hết chu kỳ.. mjh muốn trả hết có đc k? Hay là phải trả theo chu kỳ ạ,4,Positive
Ns chung sài mượt sạc nhanh hơn redminote11 đa nhiệm sài ok vs mỗi tội pin ko cầm tý pin hết hơi nhanh,5,Positive
"Máy đẹp,mượt,chụp hình sắc nét.Chị Quỳnh ở TGDĐ số 8 Hoà Bình - Ninh Kiều - Cần Thơ tư vấn nhiệt tình dễ thương.",5,Positive
Màn hình nhỏ thêm tý nữa . Và mắt cam nhỏ hơn và để chìm hơn sẽ đẹp hơn. Camera nét hơn và thực tế hơn nữa thì nhất luôn.,4,Positive
5sao. Cho nhân viên. Điện thoại mới mua hoạt động bình thường. Mình luôn luôn tin tưởng về chất lượng của sản phẩm. ĐIỆN MÁY SANH,4,Positive
cho em hỏi máy em mua khoản được 8 tháng còn trong thời gian bảo hành máy tuột pin nhanh còn 87 thì bên thế giới di động có chính sách thay pin không ạ,3,Neutral
"M thấy dịch vụ của tgdd ko còn đc tốt như trc, hôm m đi mua ngoài chú bảo vệ ra k ai tiếp đón. Đến lúc m gọi mới có ng ra lấy máy cho m. Qli thì vừa đi vừa xem đt rất bình tĩnh.",3,Neutral
"Pin hiện tại của mình tụt rất nhanh . Ngày 3/1/2024 mình kiểm tra pin 96% , hôm nay 12/1 pin chỉ còn 94%",3,Neutral
"M cảm thấy pin nhanh hết.bình thuong minh chỉ luot wed.nt thôi mà 1 ngày đã hết pin. Trong khi ko xem phim, chơi game hay j cả. Liệu vậy có sao ko nhỉ. Ko dc bền pin cho lắm.hơi thất vọng",3,Neutral
"Em mới mua từ ngày 4/11 xài chưa được 1 tháng nhưng mấy hôm gần đaay cứ để qua đêm là nó lại tụt xuống 10% pin, không hiểu sao lậy vậy ạ. Trả lời giúp e",3,Neutral
Máy em mua ngày 12/10 đến nay ngày 3/11 chưa đầy 1 tháng mà pin đã tụt từ 100 xuống còn 99% thì có ổn không ạ,4,Positive
Sản phẩm tiền nào của nấy . Đáng giá nhất phân khúc hơn 10 củ . Androi thua 1 năm nếu tính độ lâu dài,5,Positive
"Điện thoại mới, seal zin, cảm ứng mượt, nhạy, pin lâu. Sử dụng tốt, chưa thấy có vấn đề gì. Rất hài lòng",5,Positive
mua 6/9 về vài bữa lên ios 17 lỗi từa lưa..ko bật tắt dữ liệu di động ở cửa sổ..ko tắt dữ liệu di động từng ứng dụng..ko tắt bật đc dữ liệu nền,2,Negative
tui mua điện thôi ơi thế giới di động độp họp luôn mà bị hở mắn hình rớt buồn . mua được 47 ngay . không có lam rớt . sai rất kỹ,1,Negative
Sản phẩm sử dụng chưa được 10 tháng nữa mà hết dây cáp sạc bị lỗi rồi đến máy bị lỗi. Mõi cái đem đi bảo hành từ 714 ngày. Bó tay. Tôi rất buồn khi mua sản phẩm này.,1,Negative
"Nhân viên Huyền chăm sóc khách hàng rất tốt, tư vấn nhiệt tình lắm nha, mình mua tại Hòn Chồng, Nha Trang.",5,Positive
"Mua được gần 1 tuần theo đánh giá cá nhận trong tầm giá này không có đối thủ, pin dùng tốt được khoảng 1,5 ngày nếu",5,Positive
Bay h minh may biet tai sao moi người lai chọn iPhone cam nhan khi chuyen tu Samsung sang iphone cam nhan dau tien la nhanh muot camera chi tiet rất sac nét nhan vien thi rất OK cam on các b,5,Positive
Hiệu năng của iPhone 11 đỉnh nhưng ios cao ko mượt như iOS thấp như ios 15 được nhưng được một ưu điểm là xem được video 4k,5,Positive
Chất lượng dịch vụ của thế giới Di Động và bách hóa xanh không tốt . Thái độ xem thường khách hàng .,1,Negative
E có mua 1 con ip11 hàg đã qua sử pin 100% từ ngày 26/11/2022 tới hôm nay là ngày 26/3/2023 mới 4 thág pin đã tuột 8% tuột liên tục còn bảo hành Apple tới ngày 4/10/2023,1,Negative
"Nói chung xài cx tốt, màn hình to vs lo tốt pin thì đánh giá tầm trung thôi camera chụp phải nói rất đẹp, điểm trừ lớn nhất có lẽ là mặt lưng í dễ xước gây mất thẩm mĩ cực . Nói chung okay",4,Positive
Mọi thứ đều tốt Pìn 3100 xài 2 ngày quá tuyệt vời hệ điều hành Android pin 5k chỉ xài được 1 ngày. Nhân viên thế giới Di Động ở lai uyên bàu bàng bình dương phục vụ nhiệt tình rất tốt 👍⭐⭐⭐⭐,5,Positive
Dùng cũng đc 7 tháng r nhưng lúc mới đầu dung lượng pin tuột rất nhanh đến 95% thì bắt đầu ko thấy tuột nữa,4,Positive
Minh la khach hang than thiet cua tgdd..minh da tung mua hang ben tgdd may trăm trieu roi cu vao lich su mua hang cua minh la biet.vi vay de nghi tgdd.phai co trach nhiem voi minh,1,Negative
"Tôi mua iPhone 11 về sử dụng sóng yếu, wifi quá yếu so với máy hiệu khác, sóng thường xuyên 3 vạch mang lại TGDĐ họ nói bình thường. Quá buồn!",1,Negative
"Mình đã mua được 2 tuần, vẫn đang dùng tốt. Hi vọng máy sẽ bền lâu vì nhu cầu mình cơ bản công việc văn phòng.",4,Positive
Khuyên mọi người không nên mua iphone 11 nha .Camera tệ lắm nhiễu với mờ .Thất vọng về tgdd kinh khủng.Đt mình mua đập hộp hôm 17/08/2022 đến nay là hơn 13 ngày mà nản,1,Negative
"Sản phẩm dùng ok, nhỏ gọn dễ cầm nắm. Rất hài lòng và ko hối hận khi chuyển từ 11promax sang, máy mát. pin thì cũng đc. Ko đến mức quá trâu",4,Positive
"mới mua lúc tối,, áp dụng tất cả các khuyến mãi là 12.. ngày sau lên xem còn có 11490 chua ap dụng vnpay nữa. chán",4,Positive
Mới mua hôm qua màu trắng 64g đẹp mà nhân viên thế giới Di Động tại thị xã kiến tường rất nhiệt tình nữa,5,Positive
"Đã dùng sản phẩm này được 1,5th nhưng pin vẫn 100%. Tiếc là lên 15.5 máy hay bị nóng .nhưng vẫn đánh giá 5***. Thấy máy dùng khá ổn.",5,Positive
Mua xong hôm sau có ngừơi gọi điện bảo sẽ mang tới nhà tặng phiếu gì đó mà tới nay gần tháng cũng không thấy?,4,Positive
Máy mới mua gần 3 tháng khi call bị tè như tiếng rào rào è è trong khi ng đối diện thù tắt mic vẫn rè lớn rất khó chịu nhờ kiểm tra lại dùm em,3,Neutral
"Máy gặp lỗi micro nghe gọi, lên gặp nhân viên k hỗ trợ, thế giới di động làm ăn chán lắm, kêu gửi hành bảo hành, gửi chắc tới lẫn mới lấy máy",1,Negative
Gọi Mesenger qua dữ liệu đi động cứ bị lỗi không thể gọi được. Đã thử mọi cách vẫn không được. Cần nhân viên hỗ trợ,2,Negative
Cảm giác loa máy rất dè. K biết mua dùng dc 30 ngày chưa dmx check thông tin giúp mình. Nghe k mượt bằng ip11 của mn,3,Neutral
Tôi mua điện thoại mới từ cuối tháng 1 đến nay mọi thứ vẫn bình thường. Tôi rất thích và rất hài lòng về những lợi ích mà sản phẩm mang lại cho tôi.,5,Positive
Máy chức năng nghe gọi kém quá.máy mình nghe gọi có lúc bị ngắt quãng không nghe thấy gì.chức năng chính mà vậy thì không ổn rồi,3,Neutral
E mua điện thoại hồi tháng 2 xài đến giờ pin của nó vẫn 100% nhưng sao lượng pin có nó lại rất nhanh hết,4,Positive
sao dt để qua đêm tuột 8 phan % pin v ah minh da rất het tất cả ứng dụng ngam tat màn hình sáng luôn,3,Neutral
"Nhân viên tiếp đón chu đáo , nhiệt tình . Cách tư vấn sản phẩm rất chuyên nghiệp nên ko định mua nhg đã mua",5,Positive
Sản phẩm thật tuyệt vời đặc biệt nhân viên ở đây rất nhiệt tình và mến khách chắc chắn sẽ có dịp mình quay trở lại đây mua hàng tiếp,5,Positive
Cho em hỏi em mới mua đc 1 tháng mấy mà tụt pin còn 97% là sao ạ em xài củ sạc dây sạc hàng chính hãng sau tụt pin nhanh thế ạ 1 ngày mấy em xài 3h đến 4h hà,3,Neutral
"Cũng ngon. Mỗi tội chơi game chán, sạc chậm. Tại từ Xiaomi qua. Đc cái đa nhiệm IOS tốt hơn Adr rất nhiêu",5,Positive
"Mình sử dụng tầm khoảng 3 tháng vẫn còn 100% pin. Máy mượt lắm, pin trâu nữa. Nói chung là hài lòng lắm !",5,Positive
"sản phẩm rất tốt mình chỉ thắc mắc đt mình để qua đêm vẫn tuột pin 3-4% dù là tắt mạng dữ liệu, wifi, và tắt các trang dã bấm k còn lịch sử hoạt động?",5,Positive
Sao mình mua máy bóc seal về mà ngay dung lượng pin lại có dấu * để là pin trước khi hiệu chỉnh v ạ ??,3,Neutral
"Tôi rất hài lòng và yên tâm khi mua sản phẩm tại diện máy xanh, vì sản phẩm kẻ đây luôn là chính hãng.bởi vậy tôi yên tâm.!",5,Positive
"Mua ở TGDĐ Vĩnh Kim. 4 bạn nhân viên tiếp đãi rất nhiệt tình. Máy thì ngon rồi, không có gì để chê. 5 sao!",5,Positive
"Máy màu đen rất đẹp rất hài lòng với sản phẩm, nhân viên đmx bên tt kẻ Sặt Bình Giang Hải Dương rất nhiệt tình .",5,Positive
"Nhân viên rất nhiệt tình, máy màu xanh rất đẹp, pin trâu. Lâu dài chưa biết thế nào nhưng giờ rất vừa ý, chưa chê được cái gì.",5,Positive
"Mới mua hôm nay luôn, về kiểm tra là bị vậy, ko biết có sao ko luôn. Cây iphone mua trước đâu gặp vấn đề này",2,Negative
nhân viên tư vấn kg nhiệt tình . chưa xong khách hàng nay bỏ đi tư vấn khách hàng khác làm đợi mất thời gian không tôn trọng khách hàng,3,Neutral
Máy ok tốt hàng chuẩn hợp với giá tiền màu đẹp Mng nên mua máy rất mượt pin cũng tạm đc pin xài khoảng 3h5. Đến 4h máy sạc rất nhanh khoảng 1h là đầy r,5,Positive
"Máy mua từ 27/10/2021 đến hôm nay chưa được 2 tháng mà xem pin đã tụt xuống còn 96% rồi, cục pin chắc có vấn đề quá.",4,Positive
"Vừa mới mua hôm qua...h nay lại sụt giá nhiều vậy , buồn lòng...về phần máy hiện tại thấy rất ok...nhân viên nhiệt tình",4,Positive
"Mình mới mua đt được 3 ngày mọi thứu đều ổn, nhưng gọi video bên zalo và mess loa bị rè và vọng tiếng, cách khắc phục như nào ạ",4,Positive
"Mình mới mua 3 ngày mà bật thử backtap không được ạ, đã reset cũng không được. Giờ mình fix làm sao lỗi này ạ.",4,Positive
